Secteur,trimestre,code_region,code_dep,nombre_defaut
Activites immobilieres,2019,24,41,4
Activites immobilieres,2019,24,45,20
Activites immobilieres,2019,27,21,11
Activites immobilieres,2019,27,25,11
Activites immobilieres,2019,27,39,2
Activites immobilieres,2019,27,58,4
Activites immobilieres,2019,27,70,3
Activites immobilieres,2019,27,71,11
Activites immobilieres,2019,27,89,5
Activites immobilieres,2019,27,90,2
Activites immobilieres,2019,28,14,5
Activites immobilieres,2019,28,27,8
Activites immobilieres,2019,28,50,4
Activites immobilieres,2019,28,61,3
Activites immobilieres,2019,28,76,32
Activites immobilieres,2019,32,2,12
Activites immobilieres,2019,32,59,44
Activites immobilieres,2019,32,60,15
Activites immobilieres,2019,32,62,27
Activites immobilieres,2019,32,80,2
Activites immobilieres,2019,44,10,3
Activites immobilieres,2019,44,51,8
Activites immobilieres,2019,44,52,6
Activites immobilieres,2019,44,54,19
Activites immobilieres,2019,44,55,5
Activites immobilieres,2019,44,57,17
Activites immobilieres,2019,44,67,30
Activites immobilieres,2019,44,68,13
Activites immobilieres,2019,44,8,5
Activites immobilieres,2019,44,88,8
Activites immobilieres,2019,52,44,28
Activites immobilieres,2019,52,49,13
Activites immobilieres,2019,52,53,4
Activites immobilieres,2019,52,72,4
Activites immobilieres,2019,52,85,15
Activites immobilieres,2019,53,22,10
Activites immobilieres,2019,53,29,18
Activites immobilieres,2019,53,35,18
Activites immobilieres,2019,53,56,15
Activites immobilieres,2019,75,16,1
Activites immobilieres,2019,75,17,25
Activites immobilieres,2019,75,19,11
Activites immobilieres,2019,75,23,3
Activites immobilieres,2019,75,24,6
Activites immobilieres,2019,75,33,33
Activites immobilieres,2019,75,40,10
Activites immobilieres,2019,75,47,7
Activites immobilieres,2019,75,64,15
Activites immobilieres,2019,75,79,8
Activites immobilieres,2019,75,86,11
Activites immobilieres,2019,75,87,4
Activites immobilieres,2019,76,11,4
Activites immobilieres,2019,76,12,1
Activites immobilieres,2019,76,30,16
Activites immobilieres,2019,76,31,14
Activites immobilieres,2019,76,32,4
Activites immobilieres,2019,76,34,19
Activites immobilieres,2019,76,46,3
Activites immobilieres,2019,76,48,1
Activites immobilieres,2019,76,65,6
Activites immobilieres,2019,76,66,14
Activites immobilieres,2019,76,81,4
Activites immobilieres,2019,76,82,3
Activites immobilieres,2019,76,9,2
Activites immobilieres,2019,84,1,10
Activites immobilieres,2019,84,15,2
Activites immobilieres,2019,84,26,12
Activites immobilieres,2019,84,3,3
Activites immobilieres,2019,84,38,31
Activites immobilieres,2019,84,42,19
Activites immobilieres,2019,84,43,5
Activites immobilieres,2019,84,63,14
Activites immobilieres,2019,84,69,42
Activites immobilieres,2019,84,7,8
Activites immobilieres,2019,84,73,21
Activites immobilieres,2019,84,74,17
Activites immobilieres,2019,93,13,63
Activites immobilieres,2019,93,4,3
Activites immobilieres,2019,93,5,5
Activites immobilieres,2019,93,6,51
Activites immobilieres,2019,93,83,46
Activites immobilieres,2019,93,84,17
Activites immobilieres,2019,94,2A,10
Activites immobilieres,2019,94,2B,5
Activites immobilieres,2020,1,971,2
Activites immobilieres,2020,2,972,7
Activites immobilieres,2020,3,973,1
Activites immobilieres,2020,4,974,10
Activites immobilieres,2020,11,75,53
Activites immobilieres,2020,11,77,13
Activites immobilieres,2020,11,78,19
Activites immobilieres,2020,11,91,11
Activites immobilieres,2020,11,92,10
Activites immobilieres,2020,11,93,14
Activites immobilieres,2020,11,94,12
Activites immobilieres,2020,11,95,8
Activites immobilieres,2020,24,18,2
Activites immobilieres,2020,24,28,6
Activites immobilieres,2020,24,36,3
Activites immobilieres,2020,24,37,10
Activites immobilieres,2020,24,41,2
Activites immobilieres,2020,24,45,11
Activites immobilieres,2020,27,21,20
Activites immobilieres,2020,27,25,5
Activites immobilieres,2020,27,39,2
Activites immobilieres,2020,27,58,1
Activites immobilieres,2020,27,70,3
Activites immobilieres,2020,27,71,6
Activites immobilieres,2020,27,89,7
Activites immobilieres,2020,27,90,4
Activites immobilieres,2020,28,14,9
Activites immobilieres,2020,28,27,11
Activites immobilieres,2020,28,50,5
Activites immobilieres,2020,28,61,7
Activites immobilieres,2020,28,76,21
Activites immobilieres,2020,32,2,3
Activites immobilieres,2020,32,59,29
Activites immobilieres,2020,32,60,9
Activites immobilieres,2020,32,62,13
Activites immobilieres,2020,32,80,6
Activites immobilieres,2020,44,10,4
Activites immobilieres,2020,44,51,7
Activites immobilieres,2020,44,52,6
Activites immobilieres,2020,44,54,17
Activites immobilieres,2020,44,55,6
Activites immobilieres,2020,44,57,9
Activites immobilieres,2020,44,67,16
Activites immobilieres,2020,44,68,17
Activites immobilieres,2020,44,8,2
Activites immobilieres,2020,44,88,6
Activites immobilieres,2020,52,44,13
Activites immobilieres,2020,52,49,11
Activites immobilieres,2020,52,53,3
Activites immobilieres,2020,52,72,2
Activites immobilieres,2020,52,85,7
Activites immobilieres,2020,53,22,10
Activites immobilieres,2020,53,29,13
Activites immobilieres,2020,53,35,10
Activites immobilieres,2020,53,56,8
Activites immobilieres,2020,75,16,4
Activites immobilieres,2020,75,17,8
Activites immobilieres,2020,75,19,5
Activites immobilieres,2020,75,24,5
Activites immobilieres,2020,75,33,28
Activites immobilieres,2020,75,40,8
Activites immobilieres,2020,75,47,6
Activites immobilieres,2020,75,64,18
Activites immobilieres,2020,75,79,7
Activites immobilieres,2020,75,86,5
Activites immobilieres,2020,75,87,4
Activites immobilieres,2020,76,11,4
Activites immobilieres,2020,76,12,4
Activites immobilieres,2020,76,30,12
Activites immobilieres,2020,76,31,24
Activites immobilieres,2020,76,32,5
Activites immobilieres,2020,76,34,27
Activites immobilieres,2020,76,46,1
Activites immobilieres,2020,76,65,6
Activites immobilieres,2020,76,66,10
Activites immobilieres,2020,76,81,3
Activites immobilieres,2020,76,82,3
Activites immobilieres,2020,76,9,2
Activites immobilieres,2020,84,1,5
Activites immobilieres,2020,84,15,4
Activites immobilieres,2020,84,26,7
Activites immobilieres,2020,84,3,4
Activites immobilieres,2020,84,38,14
Activites immobilieres,2020,84,42,13
Activites immobilieres,2020,84,43,4
Activites immobilieres,2020,84,63,5
Activites immobilieres,2020,84,69,35
Activites immobilieres,2020,84,7,4
Activites immobilieres,2020,84,73,7
Activites immobilieres,2020,84,74,22
Activites immobilieres,2020,93,13,45
Activites immobilieres,2020,93,4,1
Activites immobilieres,2020,93,5,3
Activites immobilieres,2020,93,6,35
Activites immobilieres,2020,93,83,26
Activites immobilieres,2020,93,84,5
Activites immobilieres,2020,94,2A,5
Activites immobilieres,2020,94,2B,2
Activites immobilieres,2021,1,971,4
Activites immobilieres,2021,2,972,3
Activites immobilieres,2021,3,973,2
Activites immobilieres,2021,4,974,6
Activites immobilieres,2021,11,75,102
Activites immobilieres,2021,11,77,26
Activites immobilieres,2021,11,78,22
Activites immobilieres,2021,11,91,11
Activites immobilieres,2021,11,92,14
Activites immobilieres,2021,11,93,22
Activites immobilieres,2021,11,94,10
Activites immobilieres,2021,11,95,10
Activites immobilieres,2021,24,18,1
Activites immobilieres,2021,24,28,4
Activites immobilieres,2021,24,37,7
Activites immobilieres,2021,24,41,2
Activites immobilieres,2021,24,45,5
Activites immobilieres,2021,27,21,12
Activites immobilieres,2021,27,25,9
Activites immobilieres,2021,27,39,2
Activites immobilieres,2021,27,58,4
Activites immobilieres,2021,27,70,3
Activites immobilieres,2021,27,71,12
Activites immobilieres,2021,27,89,8
Activites immobilieres,2021,27,90,2
Activites immobilieres,2021,28,14,7
Activites immobilieres,2021,28,27,10
Activites immobilieres,2021,28,50,4
Activites immobilieres,2021,28,61,3
Activites immobilieres,2021,28,76,16
Activites immobilieres,2021,32,2,7
Activites immobilieres,2021,32,59,33
Activites immobilieres,2021,32,60,13
Activites immobilieres,2021,32,62,13
Activites immobilieres,2021,32,80,4
Activites immobilieres,2021,44,10,4
Activites immobilieres,2021,44,51,9
Activites immobilieres,2021,44,52,1
Activites immobilieres,2021,44,54,11
Activites immobilieres,2021,44,55,1
Activites immobilieres,2021,44,57,12
Activites immobilieres,2021,44,67,14
Activites immobilieres,2021,44,68,3
Activites immobilieres,2021,44,88,10
Activites immobilieres,2021,52,44,24
Activites immobilieres,2021,52,49,9
Activites immobilieres,2021,52,53,3
Activites immobilieres,2021,52,72,9
Activites immobilieres,2021,52,85,9
Activites immobilieres,2021,53,22,8
Activites immobilieres,2021,53,29,15
Activites immobilieres,2021,53,35,7
Activites immobilieres,2021,53,56,8
Activites immobilieres,2021,75,16,1
Activites immobilieres,2021,75,17,10
Activites immobilieres,2021,75,19,9
Activites immobilieres,2021,75,23,1
Activites immobilieres,2021,75,24,4
Activites immobilieres,2021,75,33,30
Activites immobilieres,2021,75,40,6
Activites immobilieres,2021,75,47,6
Activites immobilieres,2021,75,64,10
Activites immobilieres,2021,75,79,6
Activites immobilieres,2021,75,86,5
Activites immobilieres,2021,75,87,6
Activites immobilieres,2021,76,11,11
Activites immobilieres,2021,76,12,1
Activites immobilieres,2021,76,30,4
Activites immobilieres,2021,76,31,14
Activites immobilieres,2021,76,32,7
Activites immobilieres,2021,76,34,20
Activites immobilieres,2021,76,65,3
Activites immobilieres,2021,76,66,9
Activites immobilieres,2021,76,81,7
Activites immobilieres,2021,84,1,12
Activites immobilieres,2021,84,15,1
Activites immobilieres,2021,84,26,3
Activites immobilieres,2021,84,3,5
Activites immobilieres,2021,84,38,30
Activites immobilieres,2021,84,42,11
Activites immobilieres,2021,84,43,1
Activites immobilieres,2021,84,63,7
Activites immobilieres,2021,84,69,36
Activites immobilieres,2021,84,7,3
Activites immobilieres,2021,84,73,16
Activites immobilieres,2021,84,74,14
Activites immobilieres,2021,93,13,44
Activites immobilieres,2021,93,4,1
Activites immobilieres,2021,93,6,37
Activites immobilieres,2021,93,83,32
Activites immobilieres,2021,93,84,12
Activites immobilieres,2021,94,2A,4
Activites immobilieres,2021,94,2B,5
Activites specialisees scientifiques et techniques,2017,1,971,13
Activites specialisees scientifiques et techniques,2017,2,972,30
Activites specialisees scientifiques et techniques,2017,3,973,2
Activites specialisees scientifiques et techniques,2017,4,974,27
Activites specialisees scientifiques et techniques,2017,11,75,222
Activites specialisees scientifiques et techniques,2017,11,77,64
Activites specialisees scientifiques et techniques,2017,11,78,79
Activites specialisees scientifiques et techniques,2017,11,91,60
Activites specialisees scientifiques et techniques,2017,11,92,114
Activites specialisees scientifiques et techniques,2017,11,93,124
Activites specialisees scientifiques et techniques,2017,11,94,74
Activites specialisees scientifiques et techniques,2017,11,95,32
Activites specialisees scientifiques et techniques,2017,24,18,9
Activites specialisees scientifiques et techniques,2017,24,28,19
Activites specialisees scientifiques et techniques,2017,24,36,10
Activites specialisees scientifiques et techniques,2017,24,37,21
Activites specialisees scientifiques et techniques,2017,24,41,14
Activites specialisees scientifiques et techniques,2017,24,45,15
Activites specialisees scientifiques et techniques,2017,27,21,14
Activites specialisees scientifiques et techniques,2017,27,25,23
Activites specialisees scientifiques et techniques,2017,27,39,3
Activites specialisees scientifiques et techniques,2017,27,58,3
Activites specialisees scientifiques et techniques,2017,27,70,8
Activites specialisees scientifiques et techniques,2017,27,71,22
Activites specialisees scientifiques et techniques,2017,27,89,12
Activites specialisees scientifiques et techniques,2017,27,90,4
Activites specialisees scientifiques et techniques,2017,28,14,21
Activites specialisees scientifiques et techniques,2017,28,27,29
Activites specialisees scientifiques et techniques,2017,28,50,8
Activites specialisees scientifiques et techniques,2017,28,61,6
Activites specialisees scientifiques et techniques,2017,28,76,36
Activites specialisees scientifiques et techniques,2017,32,2,14
Activites specialisees scientifiques et techniques,2017,32,59,125
Activites specialisees scientifiques et techniques,2017,32,60,27
Activites specialisees scientifiques et techniques,2017,32,62,29
Activites specialisees scientifiques et techniques,2017,32,80,13
Activites specialisees scientifiques et techniques,2017,44,10,7
Activites specialisees scientifiques et techniques,2017,44,51,18
Activites specialisees scientifiques et techniques,2017,44,52,4
Activites specialisees scientifiques et techniques,2017,44,54,38
Activites specialisees scientifiques et techniques,2017,44,55,1
Activites specialisees scientifiques et techniques,2017,44,57,25
Activites specialisees scientifiques et techniques,2017,44,67,68
Activites specialisees scientifiques et techniques,2017,44,68,33
Activites specialisees scientifiques et techniques,2017,44,8,4
Activites specialisees scientifiques et techniques,2017,44,88,6
Activites specialisees scientifiques et techniques,2017,52,44,80
Activites specialisees scientifiques et techniques,2017,52,49,33
